date,b30ret,b20ret,b10ret,b7ret,b5ret,b2ret,b1ret,t90ret,t30ret,cpiret,wti_price,fedfunds,nfci,anfci,nfci_risk,nfci_credit,nfci_leverage,nfci_nonfinancial_leverage,gdp,gdp_growth,ppi,trade_balance,unrate,usd_index
2005-09-30,-0.0431,-0.033184,-0.019247,-0.01946,-0.01169,-0.000434,0.004225,0.008354,0.008173,0.022108,63.19333333333333,3.4599999999999995,-0.5982437999973437,-0.5202013117605293,-0.6700647130913234,-0.11080742232013456,0.13740837402011735,1.382896728747692,13142.642,0.01702328066304637,162.2,-71570202485.0,4.966666666666667,88.81666666666666
2005-12-31,0.015951,0.014884,0.005457,0.005506,0.001312,0.006517,0.007775,0.009258,0.00896,-0.010061,59.99666666666667,3.98,-0.5760527654006737,-0.5132061385487394,-0.587180775950528,-0.12962534065765877,-0.28214959433966763,1.686109349770563,13324.204,0.013814726141060607,163.0,-64380824674.0,4.966666666666667,90.93666666666667
2006-03-31,-0.058702,-0.042575,-0.024105,-0.017381,-0.010104,0.00327,0.006723,0.010441,0.010488,0.015244,63.27,4.456666666666667,-0.6162586829135489,-0.47159497242196163,-0.6516802150218723,-0.12401412891668101,-0.33673506359695976,1.9163795081760262,13599.16,0.020635829352357637,162.2,-62064632970.0,4.733333333333333,89.60000000000001
2006-06-30,-0.033019,-0.015658,-0.006786,-0.003169,-0.002014,0.005786,0.008217,0.01152,0.01177,0.015516,70.41000000000001,4.906666666666667,-0.5864608572972493,-0.42552635401617916,-0.5829125069814295,-0.13965822550693915,-0.5028699133553363,2.181488108411184,13753.424,0.011343641813170935,166.1,-69992130953.0,4.633333333333333,85.35000000000001
2006-09-30,0.080922,0.069255,0.050125,0.042798,0.034856,0.02068,0.015496,0.013159,0.012357,1e-06,70.41666666666667,5.246666666666667,-0.5819341075719838,-0.44650046337526483,-0.6101881940701642,-0.08541347152072645,-0.48036438415947746,2.362914149655794,13870.188,0.00848981315489139,165.4,-69960480195.0,4.633333333333334,85.44
2006-12-31,0.004086,0.003622,0.004771,0.005694,0.005262,0.008648,0.010503,0.012383,0.012406,-0.005421,59.97666666666667,5.246666666666667,-0.6254353144543423,-0.48693645581024586,-0.7009235764302506,-0.04859880113013837,-0.435702530152937,2.4808575698141206,14039.56,0.012211225976172635,165.6,-59710693385.0,4.433333333333334,83.98666666666666
2007-03-31,0.002889,0.00868,0.014043,0.018154,0.017831,0.014738,0.013018,0.012635,0.012473,0.017602,58.07666666666666,5.256666666666667,-0.6526568026286298,-0.48070674726396384,-0.7198219173331618,-0.09378621069244622,-0.3319928798593898,2.592124279191426,14215.651,0.012542487086489862,169.3,-60713088999.0,4.5,83.70333333333333
2007-06-30,-0.030523,-0.021414,-0.014534,-0.009487,-0.005683,0.006024,0.010221,0.012872,0.012363,0.014609,64.97666666666667,5.25,-0.5645156623769269,-0.3374406348906921,-0.5969035031124165,-0.10922372666371591,-0.09668746412521009,2.6888525299011783,14402.082,0.013114489093746018,173.8,-64372715557.0,4.5,81.89
2007-09-30,0.057024,0.049913,0.040965,0.047106,0.041009,0.027416,0.018887,0.013697,0.011558,0.000663,75.46666666666667,5.073333333333333,-0.0625930837826067,0.2934461756330488,-0.11444904142102966,0.2566553070936799,0.7770202995641142,2.7326800511206453,14564.117,0.011250803876828419,173.5,-64187961934.0,4.666666666666667,79.76
2007-12-31,0.071799,0.058864,0.054015,0.05133,0.045755,0.026894,0.01616,0.010719,0.009558,0.007415,90.75333333333333,4.496666666666667,0.27061095941551394,0.6642385686664931,0.21529310602858492,0.47334648937839685,1.8330393768706599,2.7238740045028584,14715.058,0.010363896417475926,178.6,-60081177907.0,4.8,76.44
2008-03-31,0.040126,0.03846,0.059771,0.07103,0.054042,0.033561,0.021471,0.009139,0.005634,0.016626,97.93666666666667,3.1766666666666663,0.6491489442276458,1.1573744218698971,0.47465342251489445,0.9093501838039569,2.132901937973851,2.6463502133509396,14706.538,-0.0005789987372118999,187.9,-58184020922.0,5.0,73.56333333333333
2008-06-30,-0.026826,-0.0253,-0.024511,-0.033727,-0.031839,-0.0147,-0.002766,0.003181,0.003725,0.024761,123.95333333333333,2.0866666666666664,0.6292730017558129,1.0980088825357412,0.506656695571475,0.8153691355583457,2.585956770840342,2.4166125316803186,14865.701,0.010822601485135364,200.5,-70046279242.0,5.333333333333333,72.61666666666666
2008-09-30,0.046899,0.03088,0.02144,0.02585,0.0257,0.019912,0.010692,0.005689,0.004258,-0.000147,118.05,1.9400000000000002,0.9299614505003889,1.3896155697975383,0.8004430529612466,1.0662400182483283,2.656808246125626,2.2084164775987962,14898.999,0.0022399212791917034,196.9,-74058731769.0,6.0,76.68666666666667
2008-12-31,0.33463,0.203752,0.114308,0.113594,0.080968,0.031545,0.016364,0.002296,0.001049,-0.039102,58.34666666666667,0.5066666666666667,2.761799590118131,3.475844441592131,2.66103214321171,2.471358850175825,3.063383207530003,1.9387355190397646,14608.209,-0.019517418586308954,170.9,-48444833482.0,6.866666666666667,84.43333333333334
